Ruta de trazo1
X(mm), Y(mm), Z(mm)
-2.66898208834301, 6.37410507822642, 6.98129543970005
-2.63205210643928, 6.69516688622331, 6.98129543970005
-2.58941122466069, 7.01030960382089, 6.98129543970005
-2.54101866006215, 7.31976075357894, 6.98129543970005
-2.48685754427741, 7.62371706383054, 6.98129543970005
-2.42693088092594, 7.92234795319251, 6.98129543970005
-2.36125824360621, 8.21579861793799, 6.98129543970005
-2.28987307035721, 8.50419277023998, 6.98129543970005
-2.21282044047486, 8.78763506933592, 6.98129543970005
-2.13015524274305, 9.0662132824873, 6.98129543970005
-2.04194066230105, 9.34000020805478, 6.98129543970005
-1.94824692762904, 9.60905538902109, 6.98129543970005
-1.84915027040988, 9.87342664179551, 6.98129543970005
-1.74473205998609, 10.1331514220661, 6.98129543970005
-1.6350780812853, 10.3882580467789, 6.98129543970005
-1.52027793082463, 10.6387667889697, 6.98129543970005
-1.4004245100217, 10.8846908601161, 6.98129543970005
-1.27561359877201, 11.1260372928739, 6.98129543970005
-1.14594349527701, 11.3628077354892, 6.98129543970005
-1.01151471056721, 11.5949991677992, 6.98129543970005
-0.8724297081722, 11.8226045475281, 6.98129543970005
-0.72879268103077, 12.0456133945345, 6.98129543970005
-0.580709359080909, 12.2640123197403, 6.98129543970005
-0.428286842077079, 12.4777855046688, 6.98129543970005
-0.271633453094893, 12.6869151368077, 6.98129543970005
-0.110858608937024, 12.8913818053961, 6.98129543970005
0.0539272957283117, 13.0911648616999, 6.98129543970005
0.222612993086077, 13.2862427473078, 6.98129543970005
0.39508643811784, 13.4765932936999, 6.98129543970005
0.571234897385723, 13.6621939957756, 6.98129543970005
0.75094503239776, 13.8430222618413, 6.98129543970005
0.934102978806369, 14.0190556422737, 6.98129543970005
1.12059442250434, 14.1902720387214, 6.98129543970042
1.3103046735049, 14.3566498955785, 6.98129543969884
1.50311873853102, 14.5181683752452, 6.98129543970155
1.69892139264481, 14.6748075184352, 6.98129543970076
1.89759725083751, 14.8265483908383, 6.98129543970086
2.09903083959348, 14.9733732169155, 6.9812954396961
2.303106669206, 15.1152655021142, 6.98129543970228
2.50970930677317, 15.2522101439391, 6.98129543970216
2.71872345028697, 15.3841935327642, 6.98129543969931
2.93003400405886, 15.5112036430521, 6.98129543969975
3.14352615536, 15.6332301153268, 6.98129543969959
3.35908545265302, 15.7502643296079, 6.98129543969538
3.57659788518699, 15.8622994704615, 6.9812954396982
3.79594996429491, 15.9693305843335, 6.98129543969561
4.0170288060588, 16.071354629173, 6.98129543970075
4.23972221540389, 16.1683705166629, 6.98129543969892
4.46391877178842, 16.2603791476621, 6.98129543970415
4.68950791594565, 16.3473834404367, 6.98129543970119
4.91638003791815, 16.4293883523101, 6.98129543969272
5.14442656606353, 16.506400894765, 6.98129543970805
5.37354005689955, 16.5784301420071, 6.98129543970645
5.60361428551989, 16.6454872331847, 6.98129543970163
5.83454433655804, 16.7075853684493, 6.98129543969974
6.06622669510908, 16.764739798707, 6.98129543969041
6.2985593376766, 16.8169678093724, 6.98129543969881
6.5314418226489, 16.8642886980734, 6.98129543970162
6.76477538004542, 16.9067237463811, 6.98129543969718
6.99846300019767, 16.9442961856972, 6.98129543969957
7.2324095209969, 16.9770311573302, 6.98129543969498
7.46652171333721, 17.0049556668788, 6.98129543970115
7.70070836434094, 17.0280985329648, 6.98129543969704
7.93488035798419, 17.046490330525, 6.9812954396968
8.1689507526723, 17.0601633286708, 6.98129543968751
8.40283485530892, 17.069151423341, 6.98129543970199
8.63645029146335, 17.0734900648505, 6.98129543968663
8.86971707112215, 17.0732161805641, 6.98129543969791
9.10255764959165, 17.0683680928541, 6.98129543970024
9.33489698307454, 17.0589854325793, 6.98129543970521
9.56666257847826, 17.0451090483657, 6.98129543967687
9.79778453692919, 17.0267809118413, 6.98129543972448
10.0281955907156, 17.0040440194313, 6.98129543968815
10.2578311329232, 16.9769422904916, 6.98129543971098
10.4866292397039, 16.945520462831, 6.98129543970029
10.7145306844657, 16.9098239853505, 6.98129543970025
10.9414789438475, 16.8698989086678, 6.98129543971636
11.1674201949262, 16.8257917739097, 6.981295439703
11.3923033036014, 16.777549500202, 6.98129543967391
11.6160798035742, 16.725219271343, 6.98129543971956
11.8387038660382, 16.6688484222013, 6.98129543969763
12.0601322595712, 16.6084843251683, 6.98129543970036
12.2803243003847, 16.5441742774776, 6.98129543971976
12.4992417927013, 16.4759653897493, 6.98129543967846
12.7168489591865, 16.40390447627, 6.98129543972244
12.9331123618063, 16.3280379479162, 6.98129543967441
13.1480008126774, 16.2484117077232, 6.98129543971477
13.3614852757634, 16.1650710503676, 6.98129543967568
13.5735387589809, 16.078060565446, 6.98129543968594
13.78413619763, 15.9874240457057, 6.98129543970098
13.9932543291132, 15.8932044003722, 6.98129543969694
14.2008715596579, 15.795443574327, 6.98129543970489
14.4069678234058, 15.694182473596, 6.98129543969613
14.6115244346221, 15.5894608976345, 6.98129543967496
14.8145239335808, 15.481317478905, 6.98129543970997
15.0159499269631, 15.3697896302165, 6.9812954397038
15.2157869233042, 15.2549135000699, 6.98129543970452
15.4140201648519, 15.1367239365871, 6.98129543969389
15.6106354560963, 15.0152544601671, 6.98129543970998
15.8056189904367, 14.8905372451851, 6.98129543970064
15.9989571756939, 14.7626031109359, 6.98129543970054
16.1906364595676, 14.6314815219606, 6.98129543970058
16.3806431560565, 14.4972005978354, 6.98129543970077
16.5689632738929, 14.359787132456, 6.9812954397007
16.7555823480191, 14.2192666227327, 6.98129543971928
16.940485275222, 14.075663306655, 6.98129543970694
17.1236561547673, 13.9290002104178, 6.98129543969714
17.3050781353007, 13.7792992045178, 6.98129543970044
17.4847332687249, 13.6265810683654, 6.98129543970005
17.6626023720841, 13.4708655630992, 6.9812954396886
17.8386648982672, 13.3121715121361, 6.98129543970057
18.0128988163584, 13.1505168889772, 6.98129543972985
18.1852805022983, 12.9859189116886, 6.98129543967135
18.3557846403321, 12.8183941434014, 6.98129543974051
18.5243841363018, 12.6479585983776, 6.98129543968343
18.6910500423039, 12.4746278526133, 6.98129543971552
18.8557514941501, 12.2984171586619, 6.9812954396783
19.0184556607999, 12.1193415635795, 6.98129543969261
19.1791277068281, 11.9374160295015, 6.98129543968056
19.3377307671663, 11.7526555559133, 6.98129543971175
19.4942259346698, 11.5650753029956, 6.98129543969118
19.6485722599004, 11.3746907150985, 6.98129543970059
19.8007267631382, 11.1815176438964, 6.98129543965405
19.950644458017, 10.985572470158, 6.98129543974416
20.0982783868477, 10.7868722237962, 6.98129543965867
20.2435796661419, 10.5854347012045, 6.98129543972344
20.3864975431665, 10.3812785795882, 6.98129543967322
20.5269794613595, 10.1744235274937, 6.98129543972918
20.6649711353516, 9.96489031109748, 6.98129543967046
20.8004166336277, 9.75270089585127, 6.98129543972682
20.9332584692181, 9.53787854288787, 6.98129543967761
21.0634376965737, 9.32044790011898, 6.98129543971857
21.190894014874, 9.10043508730736, 6.98129543968609
21.3155658760455, 8.87786777540281, 6.9812954397097
21.437390597534, 8.65277525928432, 6.98129543970027
21.5563044784316, 8.42518852452486, 6.98129543969432
21.672242918646, 8.19514030722316, 6.9812954396961
21.7851405401547, 7.96266514781432, 6.98129543968171
21.8949313097377, 7.72779943784056, 6.98129543969981
22.0015486625941, 7.49058146068207, 6.98129543972299
22.1049256261253, 7.25105142559152, 6.9812954396249
22.2049949431815, 7.0092514953061, 6.98129543978826
22.3016891949738, 6.76522580819613, 6.98129543959488
22.3949409215403, 6.51902049309514, 6.98129543982004
22.4846827418576, 6.2706836800529, 6.98129543956034
22.5708474698383, 6.02026550347495, 6.98129543985616
22.6533682299421, 5.76781810205377, 6.98129543952078
22.7321785672556, 5.51339561117277, 6.98129543989763
22.807212557334, 5.2570541529813, 6.98129543947575
22.8784049092009, 4.99885181898696, 6.98129543994475
