"Trazado3"
"Tiempo (sec)","Aceleración1 (inch/sec**2)"
0,5.97695579353421
0.0397959183673469,8.0318971972723
0.0795918367346939,5.36355525739399
0.119387755102041,3.61921714871621
0.159183673469388,5.4279417934738
0.198979591836735,4.70420945207799
0.238775510204082,5.69220148316786
0.278571428571429,6.96155795835211
0.318367346938776,-1.14307490307081
0.358163265306123,2.30394385717251
0.397959183673469,0.540588204399576
0.437755102040816,-4.56484559651712
0.477551020408163,0.389979911217232
0.51734693877551,5.24895563713837
0.557142857142857,2.04410129998706
0.596938775510204,-15.8794723149339
0.636734693877551,-4.73127042236977
0.676530612244898,3.1278232893694
0.716326530612245,-15.56608435878
0.756122448979592,-12.1250762420121
0.795918367346939,5.15439130620802
0.835714285714286,-0.848197056143071
0.875510204081633,-22.050805153872
0.91530612244898,0.582082450442953
0.955102040816327,-1.26628673112599e-05
0.994897959183674,-1.52500653791704e-06
1.03469387755102,-9.30506161596893e-07
1.07448979591837,-1.20883086970403e-06
1.11428571428571,-1.12378503738855e-05
1.15408163265306,4.11324282422192e-06
1.19387755102041,2.25752330346949e-06
1.23367346938776,7.1352629596662e-06
1.2734693877551,-9.33374348243119e-06
1.31326530612245,-3.10181357983106e-06
1.3530612244898,-2.94347286275032e-06
1.39285714285714,-1.17671277345721e-05
1.43265306122449,5.5227491104876e-06
1.47244897959184,5.42494555558648e-06
1.51224489795918,6.56670474553793
1.55204081632653,5.9178259524093
1.59183673469388,4.46084006342003
1.63163265306122,7.78133374490067
1.67142857142857,7.00732919120371
1.71122448979592,1.72398883335366
1.75102040816326,4.73500357008292
1.79081632653061,9.19869197413597
1.83061224489796,-4.49932766310047
1.87040816326531,-7.32438325542551
1.91020408163265,10.0069973782502
1.95,4.99875661981272
1.98979591836735,-14.3345559257043
2.02959183673469,0.436148207319542
2.06938775510204,8.79338142499195
2.10918367346939,-15.4949649600578
2.14897959183673,-18.5785532886292
2.18877551020408,11.1823647883493
2.22857142857143,-4.20678516535429
2.26836734693877,-29.5303886114443
2.30816326530612,2.2582467201587
2.34795918367347,12.7194487052048
2.38775510204081,-24.0595229881914
2.42755102040816,0.00145098089389098
2.46734693877551,-5.5361511132021e-06
2.50714285714285,-5.59253281327751e-07
2.5469387755102,7.67717014098453e-06
2.58673469387755,2.21717345402624e-06
2.6265306122449,5.73706054619049e-06
2.66632653061224,7.69030828280653e-06
2.70612244897959,-3.86089890227408
2.74591836734694,19.0329080996306
2.78571428571428,-3.36021664482046
2.82551020408163,-31.1685469939572
2.86530612244898,9.00248890138984
2.90510204081632,6.96954861950494
2.94489795918367,-26.6268524354542
2.98469387755102,-15.4008193805378
3.02448979591836,9.56629978342977
3.06428571428571,-1.63923858367233
3.10408163265306,-23.5203725204314
3.1438775510204,8.37261781637295
3.18367346938775,17.7247014790372
3.2234693877551,-12.3015310758703
3.26326530612245,-10.4671774154383
3.30306122448979,17.8467122654028
3.34285714285714,4.61176508217801
3.38265306122449,-8.95489576634394
3.42244897959183,-0.555667201773011
3.46224489795918,14.0074188038244
3.50204081632653,-0.567403093278755
3.54183673469387,3.19417491496397
3.58163265306122,9.730469362314
3.62142857142857,6.37195845378806
3.66122448979591,2.85491282695356
3.70102040816326,6.0664286827472
3.74081632653061,6.38877451476907
3.78061224489795,6.85845090550879
3.8204081632653,9.0538278450665
3.86020408163265,6.31145957946359
3.9,6.48101901336393
