"Trazado6"
"Tiempo (sec)","Aceleración2 (inch/sec**2)"
0,5.97695590416552
0.0397959183673469,5.54723830477139
0.0795918367346939,10.9856914923501
0.119387755102041,5.72225326365711
0.159183673469388,6.46639853456978
0.198979591836735,6.14707503215679
0.238775510204082,4.06589897112315
0.278571428571429,7.83905047669221
0.318367346938776,7.58210568059903
0.358163265306123,0.677777785563692
0.397959183673469,-1.23118787028244
0.437755102040816,9.77948441827235
0.477551020408163,-4.90592041064786
0.51734693877551,-12.5375265932422
0.557142857142857,16.6998901582744
0.596938775510204,9.82062002737697
0.636734693877551,-18.9975538932117
0.676530612244898,-2.27287512174978
0.716326530612245,16.9283989395755
0.756122448979592,-11.1341879782175
0.795918367346939,-16.5553498641614
0.835714285714286,6.89195868158274
0.875510204081633,10.4057695629644
0.91530612244898,-26.2708128452363
0.955102040816327,-12.5242975766552
0.994897959183674,20.1896442374028
1.03469387755102,-15.7482921108704
1.07448979591837,-22.3407522611501
1.11428571428571,7.59929531433585
1.15408163265306,0.154211319142451
1.19387755102041,-23.6438652897466
1.23367346938776,-1.06465929423187e-06
1.2734693877551,-1.03097761108867e-05
1.31326530612245,-5.02414116888529e-06
1.3530612244898,-1.45031506148795e-05
1.39285714285714,7.4708320744099e-07
1.43265306122449,6.60887180647896e-06
1.47244897959184,-0.000578051672890557
1.51224489795918,-9.51377074198758
1.55204081632653,10.4202349583799
1.59183673469388,-10.0780290057688
1.63163265306122,-20.1748999874191
1.67142857142857,2.1938765756903
1.71122448979592,6.63968733600891
1.75102040816326,-24.1967445541932
1.79081632653061,-4.01451542308578
1.83061224489796,11.18274805664
1.87040816326531,-9.59124789452696
1.91020408163265,-12.8333599048345
1.95,9.56249256955947
1.98979591836735,3.4070748437475
2.02959183673469,-7.78087786804311
2.06938775510204,4.22847844958579
2.10918367346939,12.5000239618178
2.14897959183673,0.277801671923725
2.18877551020408,1.48269682512319
2.22857142857143,8.40389269646404
2.26836734693877,5.9888753752092
2.30816326530612,4.50832377666808
2.34795918367347,6.24111557872527
2.38775510204081,6.15382758068494
2.42755102040816,2.28147131193707e-06
2.46734693877551,2.34064208112644e-06
2.50714285714285,6.40801231176412e-06
2.5469387755102,-2.60693067656568e-06
2.58673469387755,6.77344729177955e-06
2.6265306122449,7.00587892798834e-06
2.66632653061224,-4.45442204627381e-07
2.70612244897959,-7.43558961735474e-06
2.74591836734694,6.78108674521773e-06
2.78571428571428,3.9840791227268e-06
2.82551020408163,7.0471633666102e-06
2.86530612244898,7.02511885700738e-06
2.90510204081632,6.51114112753017e-06
2.94489795918367,5.41892060534102e-06
2.98469387755102,-0.0125695732496153
3.02448979591836,-17.3714628050304
3.06428571428571,9.98049187828004
3.10408163265306,-6.9923316112521
3.1438775510204,-15.9628697198512
3.18367346938775,-9.34571569108563
3.2234693877551,0.922204485048719
3.26326530612245,-8.0675345318269
3.30306122448979,-13.8455203822073
3.34285714285714,8.04581306574556
3.38265306122449,-1.49491555198673
3.42244897959183,0.212946648771799
3.46224489795918,-0.984196341190349
3.50204081632653,1.43094417121762
3.54183673469387,-1.20891768392519
3.58163265306122,-2.15266524203811
3.62142857142857,6.94513322698149
3.66122448979591,5.18091959041986
3.70102040816326,4.5565741837575
3.74081632653061,5.37829571606614
3.78061224489795,4.27141752058098
3.8204081632653,7.42060628715812
3.86020408163265,8.6824318168112
3.9,5.50174295459986
