Ruta de trazo2
X(mm), Y(mm), Z(mm)
12.8588346981346, -0.353730172470157, 2.98129543945375
12.8536939348382, -0.456607490181547, 2.98129543945377
12.8470061973321, -0.559865351540831, 2.9812954394538
12.8387564954724, -0.663430712609549, 2.98129543945382
12.8289333343093, -0.767227462879257, 2.98129543945384
12.8175290144866, -0.871176017529335, 2.98129543945387
12.8045399846371, -0.975192854000635, 2.98129543945389
12.7899672543914, -1.07918998164395, 2.98129543945391
12.7738168784534, -1.183074330561, 2.98129543945393
12.7561005243989, -1.28674704288362, 2.98129543945396
12.7368361395289, -1.39010264618636, 2.98129543945398
12.7160487353472, -1.49302808439223, 2.981295439454
12.6937713121184, -1.59540157625505, 2.98129543945876
12.6700459506012, -1.69709126512495, 2.98129543945534
12.644925103573, -1.79795361600692, 2.98129543945074
12.6184731260826, -1.89783150680711, 2.98129543944069
12.5907680906039, -1.99655195009466, 2.98129543945
12.5619039411111, -2.09392336962736, 2.98129543944363
12.5319930477961, -2.18973234286636, 2.98129543945144
12.5011692310553, -2.28373970821267, 2.98129543945078
12.4695913266642, -2.37567592481061, 2.98129543944756
12.4374473608424, -2.46523556869212, 2.98129543945869
12.4049593867664, -2.5520708592702, 2.98129543945729
12.3723889948243, -2.63578414315596, 2.98129543945126
12.3400434291555, -2.71591934386002, 2.98129543945455
12.3082821033082, -2.79195253472935, 2.98129543946465
12.2775230743646, -2.86328205982591, 2.98129543946219
12.2482486732349, -2.92921905441017, 2.98129543945583
12.2210089680393, -2.98897985857551, 2.98129543944435
12.1964210568336, -3.04168269413612, 2.98129543946258
12.1751614317915, -3.08635201475755, 2.98129543945324
12.1579480675264, -3.12193488719179, 2.98129543945072
12.1455089402032, -3.14733406394096, 2.9812954394562
12.1385350571172, -3.16146121040553, 2.98129543945313
12.1376193873276, -3.1633101703163, 2.98129543945827
12.143188267366, -3.15204400106902, 2.98129543944902
12.1554374398186, -3.12708225921575, 2.98129543945675
12.1742879498363, -3.08817005636496, 2.98129543946399
12.19937477218, -3.03541155759787, 2.98129543945327
12.230072848881, -2.96925909841118, 2.98129543945134
12.2655545029627, -2.89046168983296, 2.9812954394569
12.3048641528946, -2.79998728352392, 2.98129543946088
12.3469942736053, -2.69893718279371, 2.98129543945833
12.3909501978959, -2.58846813634383, 2.98129543944189
12.4357975349788, -2.46973112361734, 2.98129543945988
12.4806915814905, -2.34382930680588, 2.98129543945718
12.5248915484566, -2.21179320794162, 2.98129543946398
12.567763711328, -2.07456917655502, 2.9812954394586
12.6087774381982, -1.93301697057538, 2.9812954394607
12.6474972411435, -1.78791293131274, 2.9812954394642
12.683573058712, -1.63995616018558, 2.98129543945119
12.7167301713069, -1.48977596793501, 2.98129543945489
12.7467595534011, -1.33793953906473, 2.98129543945625
12.7735090655668, -1.18495922433999, 2.98129543945261
12.7968756405183, -1.03129918107087, 2.98129543944309
12.8167984747551, -0.877381261552566, 2.98129543946003
12.8332531628336, -0.723590159942639, 2.98129543945103
12.8462466789622, -0.570277875098995, 2.98129543945843
12.8558131014805, -0.417767572652887, 2.98129543946428
12.8620099795177, -0.266356933194333, 2.98129543944572
12.8649152505166, -0.116321069064911, 2.98129543945503
12.864624629039, 0.0320849165736633, 2.98129543946138
12.8612493986257, 0.178623664976907, 2.98129543946319
12.8549145488291, 0.323073539382878, 2.98129543944232
12.8457572085879, 0.465226802173624, 2.98129543945365
12.8339253339226, 0.604887959868921, 2.98129543945317
12.8195766132937, 0.741872252400417, 2.98129543946541
12.8028775577759, 0.876004272253986, 2.98129543945365
12.7840027446823, 1.00711670778644, 2.98129543945596
12.7631341836147, 1.13504921376078, 2.98129543944198
12.7404607725121, 1.25964742123992, 2.9812954394512
12.7161778078597, 1.38076210873737, 2.98129543944734
12.6904865086838, 1.49824856673233, 2.98129543945256
12.6635935078592, 1.61196619749067, 2.98129543945378
12.6357102576665, 1.72177840213102, 2.98129543947192
12.6070522892043, 1.82755281439966, 2.98129543945385
12.5778382604355, 1.92916194472598, 2.98129543945378
12.54828872492, 2.02648429601661, 2.9812954394715
12.5186245566804, 2.11940600132209, 2.98129543945378
12.4890649789829, 2.20782300917185, 2.98129543945378
12.4598251675367, 2.29164380393418, 2.98129543947155
12.4311134351184, 2.37079259304123, 2.98129543945369
12.4031280543409, 2.44521282455079, 2.98129543945356
12.3760538342674, 2.51487082329572, 2.98129543946661
12.3500586284618, 2.57975926387275, 2.98129543945695
12.3252900058438, 2.63990014936558, 2.98129543945344
12.3018723474728, 2.69534695332904, 2.98129543945121
12.2799046310142, 2.74618562069782, 2.98129543944572
12.2594591230415, 2.79253421481027, 2.98129543946029
12.2405811203353, 2.83454113191081, 2.98129543945265
12.2232897748607, 2.87238196095967, 2.98129543945133
12.2075799245047, 2.90625521470117, 2.98129543945275
12.193424752724, 2.93637727045994, 2.9812954394641
12.1807790315766, 2.96297691784536, 2.98129543944782
12.1695826750999, 2.98628990880129, 2.98129543945755
12.1597643408053, 3.00655385286334, 2.98129543943145
12.1512448579761, 3.02400371439921, 2.98129543945801
12.1439403201182, 3.03886806902944, 2.98129543944558
12.1377647416667, 3.05136618201014, 2.98129543944966
12.1326322368241, 3.0617058932584, 2.9812954394493
12.1284587234823, 3.07008223891862, 2.98129543944586
12.1251631880409, 3.07667670596019, 2.98129543944918
12.1226685654607, 3.0816570030423, 2.98129543944338
12.1209022970504, 3.08517723148636, 2.98129543944846
12.1197966297219, 3.08737834965344, 2.9812954394505
12.1192887148704, 3.08838883933425, 2.98129543944002
12.119320558494, 3.08832549884108, 2.98129543944281
12.1198388654972, 3.08729430383873, 2.98129543944001
